video_id,contestant,question,options,correct_answer,contestant_answer,category,level,amount,joker_used,is_correct,eliminated
JMfDHq3bAC4,Contestant_259,Hangisi Amerika Birleşik Devletleri'nin kurucularındandır ve 1789-1797 tarihleri arasındaki ilk başkanıdır?,"['A) Abraham Lincoln', 'B) Benjamin Franklin', 'C) George Washington', 'D) Theodor Roosevelt']",C,A,Tarih,6,0.0,telefon,False,True
JMfDHq3bAC4,Contestant_260,"'Bana bir sayı söyle ama çift olmasın, tek olsun' diyen birine hangi cevap verilirse istediği şey yapılmış olur?","['A) 14', 'B) 21', 'C) 36', 'D) 48']",B,B,Matematik,1,0.0,yok,True,False
JMfDHq3bAC4,Contestant_260,Birbirleriyle çok samimi kişiler için kullanılan ve 'içtikleri su' şeklinde başlayan ifadenin Devamı nasıldır?,"['A) Markette satılmaz', ""B) Kettle'da kaynamaz"", 'C) Tepkimeye girmez', 'D) Ayrı gitmez']",D,D,Genel Kültür,2,0.0,yok,True,False
JMfDHq3bAC4,Contestant_260,Buğday rengi nasıl tanımlanır?,"['A) Koyu kül rengi', 'B) Siyaha yakın koyu yeşil', 'C) Açık esmer renk', 'D) Süt rengine yakın beyaz']",C,C,Genel Kültür,3,0.0,yok,True,False
JMfDHq3bAC4,Contestant_260,Hicri takvime göre Şevval ayının ilk 3 gününde kutlanan dini bayram hangisidir?,"['A) Kadir Gecesi', 'B) Regaip Kandili', 'C) Kurban Bayramı', 'D) Ramazan Bayramı']",D,D,Genel Kültür,4,0.0,seyirci,True,False
JMfDHq3bAC4,Contestant_260,"2003 yapımı Elveda Lenin! filmi, hangi ülkenin 1989-1990 yıllarındaki birleşmesini konu alır?","['A) Roma', 'B) Almanya', 'C) Çin', 'D) Hindistan']",B,A,Tarih,5,0.0,yok,False,True
JMfDHq3bAC4,Contestant_261,'Nakittir' şeklinde biten atasözünün başı nedir?,"['A) Dikit', 'B) Likit', 'C) Vakit', 'D) Tenkit']",C,C,Genel Kültür,1,0.0,yok,True,False
JMfDHq3bAC4,Contestant_261,Takım kadroları iki kişinin karşılıklı olarak adım atmasıyla belirlenen ve topun sahibi eve çağrılınca sona eren hangisi olur?,"['A) FIFA Dünya Kupası finalleri', 'B) Süper Lig derbileri', 'C) NBA All Star karşılaşmaları', 'D) Mahalle maçları']",D,D,Genel Kültür,2,0.0,yok,True,False
JMfDHq3bAC4,Contestant_261,Hem kruvasana benzeyen içi marmelatlı bir tür kurabiye hem de insan ve hayvanlar için kullanılan bir sevgi sözü olan hangisidir?,"['A) Abidik', 'B) Gubidik', 'C) Ponçik', 'D) Toksik']",C,C,Genel Kültür,3,0.0,yok,True,False
JMfDHq3bAC4,Contestant_261,Age of Empires 2 adlı bilgisayar oyununda hangisini seçerseniz dinlediğiniz sesleri duyarsınız?,"['A) Türkler', 'B) Çinliler', 'C) İspanyollar', 'D) Vikingler']",A,A,Teknoloji,4,0.0,yok,True,False
JMfDHq3bAC4,Contestant_261,'O antik Çağın 7 harikasından günümüzde hala ayakta kalabilen tek yapı' diyen birinin bahsettiği Muhtemelen hangisidir?,"['A) İskenderiye Feneri', 'B) Zeus Heykeli', 'C) Keops Piramidi', 'D) Artemis Tapınağı']",C,C,Tarih,5,0.0,telefon,True,False
JMfDHq3bAC4,Contestant_261,'Londra derbisi başlamak üzere' diyen spiker hangi iki futbol takım arasındaki bir maçtan bahsediyor olabilir?,"['A) Newcastle United - Everton', 'B) Arsenal - Chelsea', 'C) Aston Villa - Liverpool', 'D) [Bilinmiyor]']",B,B,Spor,6,0.0,yok,True,False
JMfDHq3bAC4,Contestant_261,Yönetmenliğini Ömer Vargı'nın yaptığı hangi adda bir film yoktur?,"['A) İnşaat', 'B) Kabadayı', 'C) Yol Ayrımı', 'D) Anadolu Kartalları']",C,A,Sanat,7,0.0,"seyirci, yarı_yarıya",False,True
JMfDHq3bAC4,Contestant_262,Atasözüne göre 'Büyük balık küçük balığı' ne yapar?,"['A) Fitness salonuna yazdırır', 'B) Bakkala gönderir', 'C) Sanayiye çırak verir', 'D) Yutar']",D,D,Genel Kültür,1,0.0,yok,True,False
JMfDHq3bAC4,Contestant_262,Bulunan ortamda bir dilek tutup mumları üflemesi istenen biri varsa biraz sonra muhtemelen hangisi yapılacaktır?,"['A) Tarhana kurutulacak', 'B) Yoğurt mayalanacak', 'C) Yaş pasta kesilecektir', 'D) Çiğköfte yoğrulacak']",C,C,Genel Kültür,2,0.0,yok,True,False
JMfDHq3bAC4,Contestant_262,Hangisinin sözlük tanımı 'Gam dizisinde sol ile si arasındaki ses' şeklindedir?,"['A) Do', 'B) La', 'C) Fa', 'D) Mi']",B,B,Müzik,3,0.0,yok,True,False
JMfDHq3bAC4,Contestant_262,Genellikle hangi spora ait müsabakalarda bayrak yarışları olur?,"['A) Tenis', 'B) Futbol', 'C) Boks', 'D) Atletizm']",D,D,Spor,4,0.0,yok,True,False
JMfDHq3bAC4,Contestant_262,İçinde bulunduğumuz dünya Samanyolu Galaksisi'ndeyken Neptün hangisindedir?,"['A) Samanyolu Galaksisi', 'B) İribaş Galaksisi', 'C) Andromeda Galaksisi', 'D) Ayçiçeği Galaksisi']",A,A,Bilim,5,0.0,yok,True,False
JMfDHq3bAC4,Contestant_262,Hangisi Hürrem Sultan'ın oğludur?,"['A) Pargalı İbrahim', 'B) II. Bayezid', 'C) Kanuni Sultan Süleyman', 'D) II. Selim']",D,D,Tarih,6,0.0,"seyirci, telefon",True,False
JMfDHq3bAC4,Contestant_262,Feyruz'un seslendirdiği Dinlediğiniz Ya Ana Ya Ana adlı eserin bestecisi kimdir?,"['A) Mozart', 'B) Beethoven', 'C) Çaykovski', 'D) Vivaldi']",A,A,Müzik,7,0.0,yarı_yarıya,True,False
JMfDHq3bAC4,Contestant_262,Uzayda yemek yiyen ilk insan kimdir?,"['A) Yuri Gagarin', 'B) Neil Armstrong', 'C) Alexey Leonov', 'D) Yusuf Güney']",A,"C, A",Bilim,8,0.0,çift_cevap,True,False
JMfDHq3bAC4,Contestant_262,Hangisinde Devlet Opera ve Balesi Müdürlüğü bulunmaktadır?,"['A) Samsun', 'B) Bursa', 'C) Çanakkale', 'D) Edirne']",A,,Genel Kültür,9,0.0,yok,False,True
JMfDHq3bAC4,Contestant_263,"Üzerinde 'evden eve, ilden ile' yazan nakliyat araçları genellikle hangisi olur?","['A) Kaykay', 'B) Traktör', 'C) Kamyon', 'D) Sıcak hava balonu']",C,C,Genel Kültür,1,0.0,yok,True,False
JMfDHq3bAC4,Contestant_263,Yenildiğinde kolay ezilen ve ağızda dağılan yiyecekleri anlatmak için kullanılan ifade hangisidir?,"['A) Kıyır kıyır', 'B) Homur homur', 'C) Tıpış tıpış', 'D) Gümbür gümbür']",A,A,Genel Kültür,2,0.0,yok,True,False
JMfDHq3bAC4,Contestant_263,Dinlediğiniz spikerin adını defalarca kez söylediği Mert Günok hangi mevkide görev yapan bir milli futbolcudur?,"['A) Santrafor', 'B) Forvet', 'C) Sağ açık', 'D) Kaleci']",D,B,Spor,3,0.0,yok,False,True
JMop4ddq2ho,Contestant_264,hoşa gitmeyen herhangi bir Nitelik yönünden birbiriyle benzeşen iki kişi bir araya gelmiş anlamındaki atasözünde hangisi için yuvarlanmış kapağını bulmuş denir,"['A tencere', 'B dünya', 'C tekerlek', 'D Taş']",A,A,Genel Kültür,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_264,basketbol ve futbol maçlarında yapılan hava atışında havaya atılan hangisi olur,"['A takım kaptanı', 'B antrenör', 'C Top', 'D hakem']",C,C,Spor,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_264,birçoğunun Türkçede adı loji şeklinde bitiyor diyen biri bahsettiği Muhtemelen hangisidir,"['A ana renkler', 'B bilim dalları', 'C yöresel yemekler', 'D müzik aletleri']",B,B,Bilim,3,0.0,yok,True,False
JMop4ddq2ho,Contestant_264,hangisine hörgüç denir,"['A köpeğin ön ayağına', 'B Devenin sırtındaki tümseğe', 'C eşeğin tırnağına', 'D balığın solunum organına']",B,B,Genel Kültür,4,0.0,yok,True,False
JMop4ddq2ho,Contestant_264,Dinlediğiniz Yarim Senden Ayrılalı adlı türküyü seslendiren kimdir,"['A Hadise', 'B Nalan', 'C Zara', 'D Güllü']",C,C,Müzik,5,0.0,seyirci,True,False
JMop4ddq2ho,Contestant_264,bir resmi daire veya ticari kuruluşta imza atmaya yetkili kimselerin imza örneklerini öncelik sırasına göre içeren imza belgesine ne ad verilir,"['A imza Sirki', 'B imza sirküsü', 'C imza sirkü', 'D imza sirküleri']",D,D,Genel Kültür,6,0.0,yok,True,False
JMop4ddq2ho,Contestant_264,Hangi çizgi roman kahramanın gerçek adı Jerry Drake,"['A Zagor', 'B Hulk', 'C Kaptan Amerika', 'D Mister No']",D,D,Genel Kültür,7,0.0,yarı_yarıya,True,False
JMop4ddq2ho,Contestant_264,günümüzde hangi ikisi aynı kişidir,"['A Kanada Kralı ve Avustralya Kralı', 'B İsveç Kralı ve Norveç Kralı', 'C Kamboçya Kralı ve Malezya Kralı', 'D Belçika Kralı ve Hollanda Kralı']",A,"B,C",Tarih,8,0.0,"telefon, çift_cevap",False,True
JMop4ddq2ho,Contestant_265,genellikle hangisi için olta atılır,"['A ayı', 'B sarımsak dövmek', 'C balık yakalamak', 'D pirinç ayıklamak']",C,C,Genel Kültür,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_265,Bayram ziyaretlerinde küçükler elini öptüğü büyüklerden genellikle hangisini vermesini bekler,"['A otomobil ruhsatı', 'B Arsa tapusu', 'C takdirname', 'D harçlık']",D,D,Genel Kültür,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_265,hangisinin sözlük tanımında uzakta olan hakkında konuşulan kimse veya şeyi belirten bir söz şeklinde bir ifade yer alır,"['A a', 'B e', 'C o', 'D u']",C,C,Dil Bilgisi,3,0.0,yok,False,True
JMop4ddq2ho,Contestant_266,üstüne öteberi koymak için duvara veya bir dolabın içine paralel olarak tutturulmuş genellikle geniş uzun tahta veya metal levhaya verilen ad nedir,"['A duy', 'B raf', 'C puv', 'D far']",B,B,Genel Kültür,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_266,tanıtımında zemin tutan kauçuk dış tabanı ve nefes alabilir yapısı olduğundan bahsedilen bir ürün Muhtemelen hangisidir,"['A ayakkabı', 'B kol saati', 'C Kemer', 'D güneş gözlüğü']",A,A,Genel Kültür,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_266,belli etmemeye çalışarak alay gülümseyen biri deyime göre nasıl gülüyordur,"['A Gamze çukurundan', 'B Kaşlarının ortasından', 'C bıyık altından', 'D Dil uçlarından']",C,C,Edebiyat,3,0.0,yok,True,False
JMop4ddq2ho,Contestant_266,hangi atta bir memeli vardır,"['A kelebek kapan', 'B kaplumbağa yutan', 'C kurbağa öpen', 'D karınca yiyen']",D,D,Bilim,4,0.0,yok,True,False
JMop4ddq2ho,Contestant_266,hangisi Ankara'dadır,"['A Gordion Antik Kenti', 'B Yere Batan Sarnıcı', 'C Deyrulzafaran Manastırı', 'D Adile Sultan Sarayı']",A,A,Coğrafya,5,0.0,yok,True,False
JMop4ddq2ho,Contestant_266,Dinlediğiniz adlı şarkıyı hangi grup seslendirmektedir,"['A Abba', 'B Boney M', 'C Ace of Base', 'D Modern Talking']",B,B,Müzik,6,0.0,seyirci,True,False
JMop4ddq2ho,Contestant_266,derinden Derine Irmaklar ağlar uzaktan uzağa Çoban Çeşmesi Ey suyun sesinden anlayan Bağlar ne söyler şu dağa Çoban Çeşmesi dizelerinin şairi kimdir,"['A Cahit Sıtkı Tarancı', 'B Bedri Rahmi Eyüboğlu', 'C Faruk Nafiz Çamlıbel', 'D Ahmet Muhip Dıranas']",C,C,Edebiyat,7,0.0,telefon,True,False
JMop4ddq2ho,Contestant_266,Leonardo Da Vinci'nin Mona Lisa adlı tablosunun orijinali ile ilgili verilen bilgilerden hangisi doğrudur,"[""A Amerika Birleşik Devletleri'nin kuruluşundan önce yapılmıştır"", 'B 40a 50 cm ölçülerindedir', ""C Mona Lisa'nın gözleri hareket eder"", ""D İtalya'da sergilenmektedir""]",A,A,Sanat,8,0.0,"yarı_yarıya, çift_cevap",True,False
JMop4ddq2ho,Contestant_266,profesyonel boks müsabakalarında her raun sonunda boksörlerin dinlenmesi için verilen süre ne kadardır,"['A 30 saniye', 'B 1 dakika', 'C 90 saniye', 'D 2 dakika']",B,,Spor,9,0.0,yok,False,True
JMop4ddq2ho,Contestant_267,Okuduğunuz bu cümle hangi noktalama işareti ile bitmektedir,"['A nokta', 'B tırnak işareti', 'C ünlem', 'D soru işareti']",D,D,Dil Bilgisi,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_267,acilen alel acele anında bir anda bir çırpıda bir hamlede bir koşu derhal hemen hem hızla hızlı hızlı hızlı Hoppa süratle şipşak Tezen vakit kaybetmeden anlamlarına gelen hangisidir,"['A yavaş yavaş', 'B Aheste', 'C azar azar', 'D çabucak']",D,D,Genel Kültür,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_267,hangisi biyoloji derslerinde işlenen bir konu başlığıdır,"['A fiiller', 'B üçgenler', 'C enzimler', 'D rüzgarlar']",C,C,Bilim,3,0.0,yok,True,False
JMop4ddq2ho,Contestant_267,Dinlediğiniz jenerik müziği 2008-2010 yılları arasında Atv'de yayınlanan hangi diziye aittir,"['A Deli Yürek', 'B Kurtlar Vadisi', 'C Ben Bu Cihana Sığmazam', 'D Adanalı']",D,D,Müzik,4,0.0,yarı_yarıya,True,False
JMop4ddq2ho,Contestant_267,torti ekmeğinin içine çoğunlukla peynir bazen de et ve baharatlar konulup ızgarada pişirilerek yapılan kadia hangi ülke mutfağına özgüdür,"['A Meksika', 'B İsveç', 'C Yemen', 'D Yeni Zelanda']",A,A,Genel Kültür,5,0.0,yok,True,False
JMop4ddq2ho,Contestant_267,Miladi takvime göre ayları Türkçe olarak Sayan birinin kullanmayacağı tek sesli harf hangisi olur,"['A o', 'B ö', 'C u', 'D ü']",B,B,Dil Bilgisi,6,0.0,yok,True,False
JMop4ddq2ho,Contestant_267,Nikolay Gogol'un Ölü Canlar adlı romanının baş karakteri kimdir,"['A Raskolnikov', 'B Karamazov', 'C Gogol', 'D Chichikov']",D,C,Edebiyat,7,0.0,seyirci,False,True
JMop4ddq2ho,Contestant_268,misket oyunu hangisiyle oynanan bir çocuk oyunudur,"['A hulahoplarla', 'B uçurtmalarla', 'C bilyelerle', 'D topaçlarla']",C,C,Genel Kültür,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_268,Hangisi bir atasözüdür,"['A Kamçı borcun yiğididir', 'B Yiğit borcun kamçısıdır', 'C Kamçı yiğidin borcudur', 'D Borç yiğidin kamçısıdır']",D,D,Edebiyat,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_268,başvuru formlarında iletişim bilgileri istenirken telefon numarasının başında hangisi olmadan 10 hane olacak şekilde girilmesi beklenir,"['A 3', 'B 2', 'C 1', 'D 0']",D,D,Genel Kültür,3,0.0,yok,True,False
JMop4ddq2ho,Contestant_268,hangisi Dinlediğiniz Abdel Kader adlı şarkıyı seslendirenler biri değildir,"['A Abdel Kader', 'B Khaled', 'C Rachid Taha', 'D Faudel']",A,A,Müzik,4,0.0,seyirci,True,False
JMop4ddq2ho,Contestant_268,tek başına sadece anlamlarına gelen kelimenin Türk Dil Kurumu güncel Türkçe sözlükteki doğru yazılışı nasıldır,"['A yanlız', 'B yanlış', 'C yalnız', 'D Yalın']",C,C,Dil Bilgisi,5,0.0,yok,True,False
JMop4ddq2ho,Contestant_268,en uzun süre tahtta kalan Osmanlı padişahı olan Kanuni Sultan Süleyman yaklaşık kaç yıl tahtta kalmıştır,"['A 36', 'B 46', 'C 56', 'D 66']",B,B,Tarih,6,0.0,yarı_yarıya,True,False
JMop4ddq2ho,Contestant_268,dünyaca kabul edilmiş bir gerçektir Hali vakti yerinde olan her Beker erkeğin mutlaka bir eşe ihtiyacı vardır cümlesiyle başlayan gurur ve önyargı romanının yazarı kimdir,"['A Jane Austen', 'B Sylvia Plath', 'C Louisa May Alcott', 'D Ann Radcliffe']",A,A,Edebiyat,7,0.0,yok,True,False
JMop4ddq2ho,Contestant_268,Ahtapotlar nasıl ürer,"['A bölünerek', 'B sporla', 'C yumurtlayarak', 'D memeliler gibi doğurarak']",C,C,Bilim,8,0.0,çift_cevap,True,False
JMop4ddq2ho,Contestant_268,1799 da Amerika Birleşik Devletleri Kuzey Carolina'da bir çiftçi bulduğu yaklaşık 8 kilo ağırlığındaki altın külçesi değerinin binde birine satmadan önce 3 yıl boyunca ne olarak kullanmıştır,"['A tencere altlığı', 'B kapı tutacağı', 'C binek taşı', 'D çekiç kafası']",B,B,Tarih,9,0.0,telefon,True,False
JMop4ddq2ho,Contestant_268,Anıtkabir'deki mozolenin tam altındaki mezar odasında 105 pirinç vazo içerisinde Türkiye'nin 81 ili dışında hangisinden gelen Topraklar da vardır,"['A Güney Kore ve Azerbaycan', 'B Musul ve Halep', 'C Meksika ve Moğolistan', 'D Pakistan ve Libya']",A,B,Tarih,10,0.0,yok,False,True
JMop4ddq2ho,Contestant_269,taksilerde bulunan taksimetreler hangisini gösterir,"['A yolcuların hayat hikayesini', 'B yolcuların kurduğu hayalleri', 'C yolcuların kariyer planlarını', 'D yolcuların ödeyeceği ücreti']",D,D,Genel Kültür,1,0.0,yok,True,False
JMop4ddq2ho,Contestant_269,iki somun Bir de dilimli tam buğday alabilir miyim diye rica eden biri Muhtemelen hangisindedir,"['A fırın', 'B kuyumcu', 'C eczane', 'D Turşucu']",A,A,Genel Kültür,2,0.0,yok,True,False
JMop4ddq2ho,Contestant_269,hangisi tuş olmuş demektir,"['A futbolda röveşata Kalkan biri', 'B güreşte sırtı yere gelen biri', 'C Satrançta rok yapan biri', 'D boksta aparkat atan biri']",B,B,Spor,3,0.0,seyirci,True,False
JMop4ddq2ho,Contestant_269,nöronların yapısından ve çeşitlerinden bahsedilen bir biyoloji dersinde işlenen konu Muhtemelen hangisidir,"['A fonksiyonlar', 'B sinir sistemi', 'C gazlar', 'D basit makineler']",B,B,Bilim,4,0.0,yok,True,False
JMop4ddq2ho,Contestant_269,hangi atta bir renk vardır,"['A Camgöz', 'B Camekan', 'C Cam göbeği', 'D Cam güzeli']",C,C,Genel Kültür,5,0.0,telefon,True,False
JMop4ddq2ho,Contestant_269,Amerika Birleşik Devletleri'nin kuruluşunun 100 yılı nedeniyle hediye edilen Özgürlük Heykeli Amerika Birleşik Devletleri'ne hangisi tarafından hediye edilmiştir?,"['A Fransa', 'B Birleşik Krallık', 'C Brezilya', 'D İsveç']",A,B,Tarih,6,0.0,yok,False,True
jnksIdjwCJQ,Contestant_270,İletişim becerileri gelişmiş yeniliklere açık ve çözüm odaklı gibi ifadelere genellikle hangisinde rastlanır?,"['A) evlilik sözleşmesi', 'B) adli sicil belgesi', 'C) kira kontratı', 'D) iş ilanı']",D,D,Genel Kültür,1,2000.0,yok,True,False
jnksIdjwCJQ,Contestant_270,Kervanlar genellikle hangisinden oluşur?,"['A) yük hayvanlarından', 'B) cıvık mantarlardan', 'C) amipler', 'D) tek çenekli bitkilerden']",A,A,Genel Kültür,2,5000.0,yok,True,False
jnksIdjwCJQ,Contestant_270,Annenizin annesinin annesi anneannenizin nesi olur?,"['A) anneannesinin annesi', 'B) annesinin anneannesi', 'C) anneannesi', 'D) annesi']",D,D,Genel Kültür,3,7500.0,yok,True,False
jnksIdjwCJQ,Contestant_270,Kuzey yarımkürede 21 Mart 21 Haziran arası Güney yarımkürede 24 Eylül 21 Aralık tarihleri arasındaki zaman dilimine ne ad verilir?,"['A) ilkbahar', 'B) yaz', 'C) sonbahar', 'D) kış']",A,A,Coğrafya,4,10000.0,yok,True,False
jnksIdjwCJQ,Contestant_270,tepki tepkime yanıt anlamlara hangisidir?,"['A) redaksiyon', 'B) aksiyon', 'C) Reaksiyon', 'D) diksiyon']",C,C,Genel Kültür,5,20000.0,yok,True,False
jnksIdjwCJQ,Contestant_270,Hangi klasik eserin yazarı onor öde alacaktır?,"['A) Vadideki Zambak', 'B) Sefiller', 'C) Suç ve Ceza', 'D) Beyaz Geceler']",A,A,Edebiyat,6,30000.0,seyirci,True,False
jnksIdjwCJQ,Contestant_270,Dinlediğiniz Affetmedim Kendimi adlı şarkıyı kim seslendirmektedir?,"['A) Doğuş', 'B) Taner', 'C) Tayfun', 'D) Ege']",B,D,Müzik,7,50000.0,yarı_yarıya,False,True
jnksIdjwCJQ,Contestant_271,zar kanatlılardan bir tür eklem bacaklı özünü bitki ve çiçeklerden toplayıp kovanlarda Petek gözlerine doldurduğu hangisidir?,"['A) Harnup', 'B) keçi boynuzu', 'C) Karadut', 'D) bal']",D,D,Genel Kültür,1,2000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,beklenmedik bir anda karşılaşmak birbirlerine çok yaklaşmak anlamına gelen deyim hangisidir?,"['A) böbrek böbreğe vermek', 'B) parmak parmağa değmek', 'C) burun buruna gelmek', 'D) dalak dalağa kalmak']",C,C,Edebiyat,2,5000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,sıcak hava balonuyla se edenler genellikle hangisinde olurlar?,"['A) kokpitte', 'B) vagonda', 'C) kamerada', 'D) sepette']",D,D,Genel Kültür,3,7500.0,yok,True,False
jnksIdjwCJQ,Contestant_271,Dinlediğiniz FD adlı şarkıyı seslendiren kimdir?,"['A) Ferdi Doğan', 'B) Feridun Düzağaç', 'C) Ferhat doğlu', 'D) Ferhat Düzel']",C,C,Müzik,4,10000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,hangisini diyerek koşmaya başlayan bir çocuk Muhtemelen Fred Çakmaktaş Olduğunu hayal ediyordur?,"['A) kavabanga', 'B) ara', 'C) Ay karamba', 'D) yabadabadu']",D,D,Genel Kültür,5,20000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,elektromotor gücün veya gerilimin birimi hangisinin sözlük tanımıdır?,"['A) volt', 'B) desibel', 'C) radyan', 'D) nevon']",A,A,Bilim,6,30000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,Selçuklu Devleti'nin ilk hükümdarı Tuğrul Bey'in abisi Alpaslan'ın babası Selçuklu Devleti'nin kurucularından olan tarihi kişi kimdir?,"['A) Melikşah', 'B) Çağrı Bey', 'C) Gazneli Mesut', 'D) Timur']",B,B,Tarih,7,50000.0,yarı_yarıya,True,False
jnksIdjwCJQ,Contestant_271,NBA'de oynayan ilk Türk basketbolcu kimdir?,"['A) Hidayet Türkoğlu', 'B) İbrahim Kutluay', 'C) Mehmet Okur', 'D) Mirsat Türkcan']",D,D,Spor,8,100000.0,yok,True,False
jnksIdjwCJQ,Contestant_271,Karayolları Genel Müdürlüğü'nün verilerine göre 2023'te Fatih Sultan Mehmet Köprüsünden günde ortalama 240.000 taşıt Geçerken Bu sayı 15 Temmuz Şehitler Köprüsü için kaç olmuştur?,"['A) 390.000', 'B) 290.000', 'C) 190.000', 'D) 90.000']",A,B,Genel Kültür,9,200000.0,yok,False,True
jnksIdjwCJQ,Contestant_272,bir futbol maçında karşı karşıya gelen iki takımdan genellikle hangisi maçı kaybetmiş olur?,"['A) daha çok gol yiyen', 'B) daha çok oyuncu değiştiren', 'C) daha az tezahürat yapılan', 'D) teknik direktörü daha genç olan']",A,A,Spor,1,2000.0,yok,True,False
jnksIdjwCJQ,Contestant_272,Kapı ve pencerelere genellikle hangisinin içeriye girmesini engellemek amacıyla bir çeşit delikli perde takılır?,"['A) hipopotam ve gergedanlar', 'B) fil ve zürafalar', 'C) leopar ve jaguarlar', 'D) sinek ve böcekler']",D,D,Genel Kültür,2,5000.0,yok,True,False
jnksIdjwCJQ,Contestant_272,hangisini kullanan biri Muhtemelen Gök cisimlerini gözlemliyorsunuz?,"['A) mikroskop', 'B) teleskop', 'C) kaleidoskop', 'D) periskop']",B,B,Bilim,3,7500.0,yok,True,False
jnksIdjwCJQ,Contestant_272,tutarsız birbirine uymayan şeyler için kullanılan ve bohça şeklinde biten sözün başında hangisi söylenir?,"['A) oymalı', 'B) paçalı', 'C) Yaralı', 'D) yamalı']",D,D,Edebiyat,4,10000.0,seyirci,True,False
jnksIdjwCJQ,Contestant_272,Dinlediğiniz Belalım Benim şarkıyı seslendiren kimdir?,"['A) Emrah', 'B) Gökhan Özen', 'C) far', 'D) Ferhat Güzel']",A,A,Müzik,5,20000.0,telefon,True,False
jnksIdjwCJQ,Contestant_272,hangisi kabuklu bir eklem bacaklıdır?,"['A) kaplumbağa', 'B) kirpi', 'C) yengeç', 'D) timsah']",C,C,Bilim,6,30000.0,yarı_yarıya,True,False
jnksIdjwCJQ,Contestant_272,Hangisinin şairi Sezai Karakoç?,"['A) monaroza', 'B) Kaldırımlar', 'C) bir başka tepeden', 'D) Milyon Kere Ayten']",A,,Edebiyat,7,50000.0,yok,False,True
jnksIdjwCJQ,Contestant_273,sıkma yıkama durulama genellikle hangisinin program akışında yer alan aşamalardan?,"['A) mikrodalga fırın', 'B) televizyon', 'C) çamaşır makinesi', 'D) buzdolabı']",C,C,Genel Kültür,1,2000.0,yok,True,False
jnksIdjwCJQ,Contestant_273,hangisi memnunlukla seve seve anlamına gelen bir deyimdir?,"['A) dişimle bir arada', 'B) Kaşım la bir', 'C) dizimle birlikte', 'D) Başımla beraber']",D,D,Edebiyat,2,5000.0,yok,True,False
jnksIdjwCJQ,Contestant_273,notaları öğreten Do Bir Külah Dondurma diye başlayan çocuk şarkısında r'den hemen sonra gelen hangisidir?,"['A) güneşten bir damla', 'B) mas mavi bir dere', 'C) derede bir gemi', 'D) gemide bir tayfa']",B,B,Müzik,3,7500.0,yok,True,False
jnksIdjwCJQ,Contestant_273,daniska ne anlama gelir?,"['A) en iyi', 'B) kalın kumaş', 'C) dik yamaç', 'D) danca konuşan kişi']",A,A,Genel Kültür,4,10000.0,seyirci,True,False
jnksIdjwCJQ,Contestant_273,montreal'de düzenlenen 1976 yaz Olimpiyatlarındaki performansıyla jüriden 10 tam puan alan ilk jimnastikçi kimdir?,"['A) France becken Bauer', 'B) seb meer', 'C) Nadya komana', 'D) Cemil Turan']",C,C,Spor,5,20000.0,yok,True,False
jnksIdjwCJQ,Contestant_273,Dinlediğiniz lamba adlı şarkıyı hangi grup seslendirmektedir?,"['A) las ketçap', 'B) kaoma', 'C) BGS', 'D) Spice Girls']",B,B,Müzik,6,30000.0,telefon,True,False
jnksIdjwCJQ,Contestant_273,çizgi roman kahramanı zagor'un gerçek adı nedir?,"['A) Kent', 'B) Patrick Wilding', 'C) Ozan bilen', 'D) Steve Ahyak']",B,B,Edebiyat,7,50000.0,yarı_yarıya,True,False
jnksIdjwCJQ,Contestant_273,1990'larda yayınlanan Mahallenin Muhtarları adlı dizide Erkan Can'ın canlandırdığı temel adlı karakter sahiplendiği maymuna hangi adı verir?,"['A) kuzen', 'B) Charlie', 'C) çaydanlık', 'D) ']",C,C,Genel Kültür,8,100000.0,yok,True,False
jnksIdjwCJQ,Contestant_273,Atatürk kaç yaşında Paşa olmuştur?,"['A) 35', 'B) 45', 'C) 55', 'D) 65']",A,A,Tarih,9,200000.0,çift_cevap,True,False
jnksIdjwCJQ,Contestant_273,100 metre koşusunda koşucuların vücudunun ilk olarak hangi kısmının bitiş çizgisini geçtiği an yarışı tamamladıkları kabul edilir?,"['A) ayak', 'B) kol', 'C) kafa', 'D) gövde']",D,,Spor,10,300000.0,yok,False,True
jnksIdjwCJQ,Contestant_274,art arda birdenbire ters yöne açılar yapan kırık çizgiler oluşturursanız ne yapmış olursunuz?,"['A) şipşak', 'B) kem küm', 'C) zikzak', 'D) çarçur']",C,C,Genel Kültür,1,2000.0,yok,True,False
